timestamp,x,y,z
16958000,-80.44376632500153,80.21123857425995,10.972337601535182
17000000.0,-80.54894261363145,81.82327841707394,11.906044556708942
17042000,-75.85311104586464,83.10679794350655,16.662645312495712
17084000,-72.33151927823963,84.36321623350096,20.622573747462905
17124000,-65.15056738260235,86.06215135071791,27.579288775405317
17166000,-44.28393057915736,87.72888584822718,48.57732440184527
17208000,33.19079992655917,88.44555827769905,126.87696231285484
17250000.0,79.63410473513102,86.08949070439328,174.87315822447002
17292000,84.65504184949738,83.05832872961722,-179.21895295827886
17334000,83.63050687701069,81.84657206641418,179.47230942526997
17374000,81.99466645596421,82.12276991253013,177.48760988246002
17416000,85.04771180417424,82.21428480378223,-179.55518518664275
17458000,88.84930250864981,82.10780208278835,-176.0474718706973
17500000.0,91.3920635690772,81.82724240733728,-173.46407645178817
17542000,90.80177583192747,82.00305698238692,-174.04102566276242
17584000,92.9218615460199,82.48059675560219,-171.9184571994164
17624000,94.66026365906589,83.08782788788811,-169.9899181832556
17666000,99.71663827989937,84.23057724988989,-164.90010946715523
17708000,105.51652896722659,85.82696493472508,-159.31152684795953
17750000.0,125.09881171662916,87.46642884990479,-139.98634098090892
17792000,169.8323861160151,88.13748936494571,-95.76971457993724
17834000,-154.099697080679,86.87195586678358,-59.985671104412575
17874000,-137.81472780407668,85.8716223379716,-44.27754743521877
17916000,-126.06477040782273,83.78155130137701,-32.66957622593703
17958000,-116.6828133874364,81.73200807892779,-23.326597697696812
18000000.0,-113.29622797128545,79.31434084420327,-19.621856585466737
18042000,-109.43034640136678,76.82551173062271,-16.16382402609669
18084000,-106.89517322546249,74.47449830868686,-13.785685439103885
18124000,-105.60428647608708,72.45777880902736,-12.590101901432236
18166000,-103.5475739174421,70.3533632361508,-10.904305802952868
18208000,-101.18712189255197,67.57912645645435,-8.579833999493408
18250000.0,-99.44509937422208,64.63960003509371,-6.986852468603112
18292000,-99.9421252812521,61.54092067415842,-7.496752675753665
18334000,-99.34199517911857,58.27266284731776,-7.151414644323659
